Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
Kenya,Yams,1999,92318,630.0,3056.0,16.7
Guinea,Maize,1999,13761,1651.0,205.71,27.12
Egypt,"Rice, paddy",1994,79130,51.0,4283.0,22.02
India,Wheat,2013,31538,1083.0,45620.0,27.44
Algeria,"Rice, paddy",2005,12998,89.0,3662.87,17.19
India,Soybeans,2005,10734,1083.0,35342.0,26.72
Brazil,"Rice, paddy",1993,22912,1761.0,75658.33,25.41
Brazil,Sweet potatoes,1996,86415,1761.0,101621.67,17.83
South Africa,Wheat,1998,25295,495.0,24304.0,21.22
Poland,Wheat,2012,41438,600.0,21885.99,8.48
Romania,"Rice, paddy",1997,26766,637.0,15349.0,10.46
Mexico,Cassava,1998,117046,758.0,34468.93,21.38
Mexico,Potatoes,1999,223519,758.0,34468.93,16.18
Australia,"Rice, paddy",1995,88003,534.0,25598.0,13.14
India,Sorghum,2008,10209,1083.0,14485.33,25.56
Papua New Guinea,Potatoes,2010,48585,3142.0,105.0,25.74
Morocco,Sweet potatoes,2001,123061,346.0,13842.57,18.56
Kenya,Sorghum,1990,8473,630.0,3469.0,15.94
Australia,Sweet potatoes,2004,333333,534.0,36276.0,20.42
India,Soybeans,2010,13330,1083.0,40093.69,27.16
Australia,Soybeans,2001,14626,534.0,32710.0,20.21
France,"Rice, paddy",2011,56263,867.0,61039.0,12.33
Pakistan,Sweet potatoes,2007,114454,494.0,5935.96,23.33
Slovenia,Soybeans,1998,22500,1162.0,1091.0,10.42
Brazil,Yams,1995,91587,1761.0,92967.22,20.61
Pakistan,Sorghum,2008,6262,494.0,4946.79,24.89
Nepal,Maize,1992,16647,1500.0,60.11,14.95
India,"Rice, paddy",2013,36070,1083.0,45620.0,25.94
Morocco,Maize,2012,7648,346.0,13697.0,18.24
Lesotho,Maize,2005,7011,788.0,0.53,14.89
Dominican Republic,Yams,2007,64848,1410.0,5689.8,27.08
France,Soybeans,2010,27495,867.0,61903.0,10.41
Malawi,Wheat,2002,5588,1181.0,134.25,20.76
Australia,"Rice, paddy",2007,82609,534.0,32446.25,18.02
Jamaica,"Rice, paddy",2000,9231,2051.0,909.71,26.96
Germany,Potatoes,1998,381394,700.0,33377.0,5.66
Pakistan,Sweet potatoes,1997,104716,494.0,16936.0,23.76
Armenia,Wheat,1992,21600,562.0,8.0,7.44
Qatar,Wheat,2002,22727,74.0,68.0,28.25
India,Sweet potatoes,1999,85744,1083.0,46195.0,24.9
Canada,Wheat,2007,23317,537.0,45140.03,9.14
Lebanon,Wheat,1999,18814,661.0,1816.0,20.25
Slovenia,Soybeans,2008,27959,1162.0,1218.15,11.09
Bangladesh,"Rice, paddy",2000,34836,2666.0,3170.0,25.91
Brazil,Maize,1995,26005,1761.0,92967.22,26.05
Madagascar,Wheat,2000,23442,1513.0,130.46,19.65
Dominican Republic,Cassava,2009,77183,1410.0,5975.25,26.88
Argentina,Potatoes,2004,288717,591.0,65003.34,18.11
Mauritania,Potatoes,2001,51429,92.0,39.09,28.28
Ecuador,Sweet potatoes,1991,26571,2274.0,2377.0,22.18
Brazil,Cassava,2008,141371,1761.0,312637.0,17.88
India,Sweet potatoes,1997,84850,1083.0,52279.0,25.46
Rwanda,Maize,1996,11099,1212.0,218.6,19.31
Australia,Potatoes,2007,355463,534.0,32446.25,18.02
Colombia,Soybeans,1992,19451,3240.0,15305.94,27.38
India,Wheat,2011,29886,1083.0,55540.0,25.53
India,Sweet potatoes,1994,84823,1083.0,61357.0,24.71
Sri Lanka,Sorghum,2011,12857,1712.0,1290.31,26.65
Zambia,Sweet potatoes,2000,13213,1020.0,1670.0,20.66
Turkey,Wheat,2009,25667,593.0,37651.15,18.41
South Africa,Maize,1993,22840,495.0,16582.0,16.01
Denmark,Wheat,2009,80373,703.0,2836.0,9.22
Burundi,Wheat,2004,8326,1274.0,508.26,21.71
New Zealand,Potatoes,2001,445871,1732.0,3333.2,13.58
Germany,Potatoes,2013,398258,700.0,43756.1,6.0
Brazil,Cassava,1996,117588,1761.0,101621.67,21.56
Ghana,Plantains and others,2006,96990,1187.0,771.58,27.1
Finland,Wheat,1997,37188,536.0,999.0,5.36
India,Wheat,1998,24852,1083.0,49157.0,26.69
Portugal,Potatoes,1999,156482,854.0,15411.0,16.09
Japan,Sweet potatoes,2000,247327,1668.0,79821.18,15.67
Ghana,Yams,2011,155906,1187.0,378.97,27.11
India,"Rice, paddy",1996,28226,1083.0,56114.0,25.55
India,Sorghum,1995,8235,1083.0,61257.0,27.24
Ecuador,Sorghum,1993,12949,2274.0,1844.0,22.15
Turkey,Potatoes,2004,268306,593.0,28831.0,10.99
Egypt,Sorghum,2012,53034,51.0,13991.0,21.55
Mexico,"Rice, paddy",2004,44631,758.0,26433.14,16.2
Brazil,Yams,1997,91773,1761.0,110276.11,18.36
Canada,Potatoes,1999,110517,537.0,44293.0,6.02
Spain,Potatoes,1995,189990,636.0,27852.0,17.33
Indonesia,Potatoes,1994,156474,2702.0,1597.0,26.56
Guinea,Cassava,1992,71253,1651.0,80.0,27.02
Libya,Maize,1999,20000,56.0,2269.75,20.27
Brazil,Yams,2008,93753,1761.0,312637.0,17.88
Brazil,Sorghum,2012,29317,1761.0,346583.0,24.84
Indonesia,Potatoes,1992,143819,2702.0,825.0,27.4
Mexico,Wheat,2010,54185,758.0,63402.29,25.04
Germany,Potatoes,1996,390096,700.0,31683.0,4.49
Haiti,Sweet potatoes,1990,34921,1440.0,17.14,27.11
Japan,Sweet potatoes,1998,249781,1668.0,79821.18,16.72
Mexico,Sorghum,2000,30762,758.0,34468.93,21.12
Brazil,Soybeans,2012,26366,1761.0,346583.0,27.34
Japan,Wheat,2007,43400,1668.0,61164.07,15.94
Brazil,Potatoes,1998,156439,1761.0,118930.56,28.76
India,Sweet potatoes,1993,85962,1083.0,66388.0,25.97
Mexico,Maize,1996,22387,758.0,34468.93,20.79
Dominican Republic,Cassava,1997,59409,1410.0,3846.0,27.18
Brazil,Sorghum,2013,26817,1761.0,367778.0,21.59
United Kingdom,Wheat,2001,70827,1220.0,32893.1,9.69
Sri Lanka,Potatoes,2001,135718,1712.0,1705.05,26.63
India,Sweet potatoes,1995,80643,1083.0,61257.0,24.04
Mexico,Soybeans,2006,14962,758.0,50891.95,21.5
Kazakhstan,Sorghum,2011,13000,250.0,10656.6,2.67
India,Cassava,1993,230430,1083.0,66388.0,25.27
Kazakhstan,Potatoes,1998,76679,250.0,6416.14,6.94
Australia,"Rice, paddy",1990,88000,534.0,17866.0,18.05
Netherlands,Potatoes,2001,434106,778.0,9424.73,10.24
Zambia,Potatoes,1995,88889,1020.0,716.0,21.86
India,Cassava,2001,266998,1083.0,43720.04,25.95
Mozambique,Sorghum,1993,4130,1032.0,102.26,22.04
Brazil,"Rice, paddy",1997,27310,1761.0,110276.11,19.12
Australia,Potatoes,2010,351334,534.0,42169.39,16.72
Papua New Guinea,Sweet potatoes,1991,47000,3142.0,121.0,25.04
South Africa,Maize,2006,34122,495.0,26857.0,15.26
Niger,Sweet potatoes,2012,200362,151.0,21.37,29.61
Senegal,Potatoes,1997,187500,686.0,437.23,25.87
India,Potatoes,2013,227606,1083.0,45620.0,28.85
Mexico,Wheat,2007,50824,758.0,64501.28,21.35
India,Potatoes,1996,169913,1083.0,56114.0,27.01
Italy,Wheat,2000,32133,832.0,79447.0,13.42
Australia,"Rice, paddy",2006,98176,534.0,35900.0,20.17
Bulgaria,Sorghum,1999,27500,608.0,3004.75,9.67
Australia,Sweet potatoes,2007,346237,534.0,32446.25,14.99
Brazil,"Rice, paddy",1991,23020,1761.0,58349.44,20.13
Poland,Potatoes,2007,207006,600.0,18721.0,9.32
Guinea,Maize,1995,12036,1651.0,153.0,27.23
Colombia,Wheat,1994,20547,3240.0,17051.34,22.33
Burkina Faso,Sorghum,2007,9374,748.0,292.05,28.96
Mexico,Sorghum,1991,31195,758.0,34468.93,22.5
Turkey,Soybeans,2004,35714,593.0,28831.0,10.99
Finland,Potatoes,1993,213516,536.0,1200.0,4.74
Mexico,Soybeans,1993,20927,758.0,34468.93,19.73
Uganda,"Rice, paddy",1999,13971,1180.0,88.0,23.52
Thailand,Soybeans,1994,13344,1622.0,20448.0,27.76
Bangladesh,Sorghum,2005,13214,2666.0,7605.01,26.19
Australia,"Rice, paddy",2013,102177,534.0,45177.18,17.39
Pakistan,Sorghum,2013,5987,494.0,0.92,27.9
Bulgaria,Potatoes,1997,104537,608.0,3262.25,8.26
Mauritania,Sweet potatoes,2001,10004,92.0,39.09,28.28
Australia,Maize,1990,41821,534.0,17866.0,14.16
Australia,Sorghum,1991,19865,534.0,17866.0,16.78
Turkey,Potatoes,1995,237707,593.0,27328.0,14.14
Argentina,Sweet potatoes,2005,154472,591.0,65437.73,17.32
Nicaragua,Potatoes,1994,147368,2280.0,799.0,27.26
India,Maize,2013,25726,1083.0,45620.0,27.14
Guinea,Sorghum,1997,12060,1651.0,157.0,27.3
South Africa,Sorghum,2001,23429,495.0,26857.0,21.25
Sudan,Potatoes,2012,166663,1712.0,2469.47,26.42
New Zealand,Potatoes,1996,450207,1732.0,3499.0,13.07
Brazil,Sorghum,1997,19757,1761.0,110276.11,20.77
Spain,Sorghum,2006,37858,636.0,39767.0,13.06
India,Potatoes,1999,175712,1083.0,46195.0,25.78
Mexico,Soybeans,1991,21218,758.0,34468.93,22.5
Japan,Maize,2011,25797,1668.0,51796.3,15.38
France,"Rice, paddy",1995,48627,867.0,84011.0,11.69
India,Potatoes,2011,227240,1083.0,55540.0,27.41
Dominican Republic,Maize,1993,14105,1410.0,4971.0,26.41
Eritrea,Wheat,1995,5124,383.0,4.44,24.37
Mauritius,Cassava,1991,135714,2041.0,788.43,24.14
India,Soybeans,2008,10415,1083.0,14485.33,25.78
Libya,Potatoes,2001,195000,56.0,4284.5,21.1
India,Maize,2009,20238,1083.0,28707.01,26.68
Uganda,Maize,2011,23999,1180.0,88.0,23.89
Jamaica,"Rice, paddy",1992,23981,2051.0,1415.65,27.25
Brazil,Sweet potatoes,1999,109463,1761.0,127585.0,20.04
Brazil,Yams,1999,92000,1761.0,127585.0,17.66
Pakistan,"Rice, paddy",1998,28930,494.0,18406.0,24.91
Ghana,Yams,1997,128490,1187.0,502.0,26.58
Saudi Arabia,Sorghum,2010,25974,59.0,4684.4,27.3
India,Sweet potatoes,2012,97174,1083.0,52980.0,25.45
Cameroon,Plantains and others,1997,56426,1604.0,630.12,24.98
Colombia,Plantains and others,2001,77307,3240.0,85515.3,22.5
Pakistan,Soybeans,2000,12160,494.0,27885.0,25.32
Burkina Faso,Potatoes,2006,20000,748.0,109.24,28.92
Spain,Sorghum,2005,33972,636.0,41017.0,12.26
Brazil,Maize,1990,18735,1761.0,49695.0,20.29
India,Cassava,2006,321132,1083.0,37423.0,26.37
Turkey,Maize,2009,71878,593.0,37651.15,14.95
Haiti,"Rice, paddy",1997,22857,1440.0,16.35,27.74
Indonesia,"Rice, paddy",2011,49802,2702.0,1597.0,27.19
India,Sweet potatoes,2009,90080,1083.0,28707.01,26.41
India,Cassava,2008,335407,1083.0,14485.33,25.23
Australia,Wheat,2013,17609,534.0,45177.18,18.09
Uganda,Plantains and others,2005,54000,1180.0,88.0,24.29
United Kingdom,Wheat,1994,73520,1220.0,33929.0,9.86
Malawi,Soybeans,2010,9757,1181.0,584.12,21.34
India,Soybeans,2002,7624,1083.0,42482.56,27.72
Australia,Maize,1999,51212,534.0,34200.0,16.77
Haiti,Yams,1996,50000,1440.0,14.44,26.85
Mexico,Sweet potatoes,2013,183965,758.0,59920.18,17.34
El Salvador,Sweet potatoes,2005,62409,1784.0,1922.78,26.07
Pakistan,Sorghum,1995,6099,494.0,7681.0,24.58
Turkey,Maize,2006,72139,593.0,27421.0,17.71
Dominican Republic,Plantains and others,2005,104137,1410.0,3515.56,26.9
Uganda,Sweet potatoes,2010,44955,1180.0,88.0,24.14
Burundi,Cassava,2008,64718,1274.0,456.44,21.29
Brazil,Sorghum,2010,23172,1761.0,342580.0,27.56
India,Cassava,1996,238528,1083.0,56114.0,25.55
Peru,Plantains and others,1994,121814,1738.0,3134.0,17.31
Indonesia,Potatoes,1991,132721,2702.0,3259.0,26.92
Saudi Arabia,Wheat,1996,43821,59.0,994.0,26.37
Mexico,Soybeans,2010,10925,758.0,63402.29,25.04
Uruguay,Potatoes,1996,109417,1300.0,3444.01,17.03
Pakistan,Wheat,2004,23733,494.0,8903.48,27.94
Guyana,Maize,2007,17174,2387.0,246.5,27.3
Turkey,Potatoes,1999,272975,593.0,33089.0,20.02
Mali,Maize,1991,13824,282.0,54.63,27.58
Kenya,Potatoes,2000,61770,630.0,1998.0,16.73
Bahamas,Cassava,2002,100000,1292.0,384.23,25.79
India,Sweet potatoes,1996,80716,1083.0,56114.0,27.01
Peru,Potatoes,1990,78805,1738.0,3134.0,16.84
Tajikistan,Wheat,1992,9073,691.0,2280.0,7.9
United Kingdom,Wheat,2009,79284,1220.0,21324.22,9.59
Brazil,Sweet potatoes,2000,110351,1761.0,140423.0,18.65
Indonesia,Potatoes,2013,160184,2702.0,1597.0,27.88
Mauritius,"Rice, paddy",2008,30688,2041.0,781.32,24.19
Greece,Sorghum,2010,16082,652.0,5607.7,19.3
Brazil,Wheat,2011,26602,1761.0,345026.0,20.33
India,Maize,1996,17094,1083.0,56114.0,27.37
Central African Republic,Potatoes,1992,25813,1342.0,0.04,24.81
Indonesia,Potatoes,2001,148495,2702.0,1597.0,26.81
Madagascar,Wheat,2010,23982,1513.0,241.89,20.31
Rwanda,Potatoes,2011,128118,1212.0,181.6,19.59
India,Soybeans,2012,13530,1083.0,52980.0,24.37
India,Soybeans,2007,12351,1083.0,27422.77,25.59
Pakistan,Maize,2012,39830,494.0,990.09,23.1
Slovenia,Maize,2002,81574,1162.0,1164.1,11.18
Algeria,Sorghum,1996,14750,89.0,479.77,16.76
Zimbabwe,Maize,1994,12133,657.0,1664.0,20.64
Brazil,Potatoes,2012,274457,1761.0,346583.0,22.16
Malawi,Wheat,2001,8989,1181.0,177.24,20.59
Japan,Sweet potatoes,2011,227738,1668.0,51796.3,15.62
India,Sorghum,1998,8592,1083.0,49157.0,25.46
Argentina,Sorghum,1997,36845,591.0,77691.0,18.29
India,"Rice, paddy",1997,28457,1083.0,52279.0,24.71
India,Maize,1990,15178,1083.0,75000.0,25.25
Poland,Maize,2013,65761,600.0,22204.46,9.32
Bulgaria,Potatoes,1991,117017,608.0,3906.0,8.14
Malaysia,Sweet potatoes,2002,108800,2875.0,39406.48,27.57
Central African Republic,Plantains and others,1996,27693,1342.0,22.87,25.32
India,Potatoes,2009,188103,1083.0,28707.01,26.55
Malawi,Wheat,1990,7735,1181.0,173.19,20.86
India,Soybeans,1994,9106,1083.0,61357.0,26.54
India,Sorghum,2001,7715,1083.0,43720.04,25.86
Niger,Maize,1995,12642,151.0,62.0,29.56
India,Soybeans,2007,12351,1083.0,27422.77,24.6
India,"Rice, paddy",2007,32924,1083.0,27422.77,24.59
Mauritius,Maize,2004,64737,2041.0,697.91,24.25
Italy,Maize,2010,91672,832.0,71613.0,12.63
Mexico,Sorghum,1995,30385,758.0,34468.93,16.68
Poland,Potatoes,1999,157170,600.0,8466.0,8.96
Mexico,Potatoes,2007,270565,758.0,64501.28,20.17
Mexico,Cassava,2007,122745,758.0,64501.28,24.88
Thailand,Sorghum,2013,19061,1622.0,8136.0,28.98
Greece,"Rice, paddy",2001,71151,652.0,10725.0,18.67
Morocco,"Rice, paddy",2011,70236,346.0,13697.0,18.53
Chile,Potatoes,1993,145947,1522.0,15373.0,6.16
Mexico,Wheat,1994,43034,758.0,34468.93,19.79
Hungary,Wheat,1994,46033,589.0,9574.0,11.58
India,Cassava,2001,266998,1083.0,43720.04,25.59
Guinea,Yams,2002,120289,1651.0,278.77,27.53
India,Sweet potatoes,2001,88368,1083.0,43720.04,26.9
Honduras,Sorghum,2000,9708,1976.0,4376.0,24.43
India,Soybeans,1990,10145,1083.0,75000.0,25.16
United Kingdom,Potatoes,1997,429656,1220.0,35490.0,8.87
Saudi Arabia,Wheat,2000,42640,59.0,3024.11,26.55
Peru,Wheat,2011,14719,1738.0,15436.91,17.03
Malawi,Plantains and others,1999,48810,1181.0,123.64,20.26
Denmark,Wheat,2000,74797,703.0,3174.0,9.67
Dominican Republic,Maize,1995,14034,1410.0,3449.0,26.78
Morocco,Potatoes,1996,190473,346.0,11806.86,17.75
Morocco,Sorghum,1998,7019,346.0,12621.14,18.21
Kazakhstan,Soybeans,1993,11269,250.0,17182.0,1.63
Pakistan,"Rice, paddy",2013,37528,494.0,0.92,24.27
Ecuador,Cassava,1993,36265,2274.0,1844.0,22.15
Armenia,Maize,1998,26082,562.0,50.92,10.28
El Salvador,Soybeans,2001,22241,1784.0,2543.7,25.92
Canada,Potatoes,2005,115053,537.0,36363.0,7.22
Spain,Wheat,2011,34475,636.0,53549.0,13.28
Iraq,Wheat,2004,11898,216.0,828.62,23.72
Pakistan,Potatoes,1998,136186,494.0,18406.0,27.89
Indonesia,Cassava,2005,159224,2702.0,1597.0,27.48
Burkina Faso,Soybeans,2004,11545,748.0,1.28,28.9
Colombia,Soybeans,2008,21574,3240.0,48538.97,22.07
Ecuador,Cassava,1995,36456,2274.0,2658.0,17.7
Japan,Potatoes,1999,303275,1668.0,79821.18,13.78
India,Soybeans,2002,7624,1083.0,42482.56,26.7
Brazil,Potatoes,1992,140432,1761.0,67003.89,18.72
Uganda,Wheat,2006,18000,1180.0,88.0,23.95
Azerbaijan,Maize,2008,47784,447.0,262.99,12.3
India,Sorghum,2008,10209,1083.0,14485.33,25.65
Pakistan,Soybeans,1992,6051,494.0,5518.0,18.34
India,Maize,1994,14480,1083.0,61357.0,26.55
Senegal,Sweet potatoes,2005,250081,686.0,465.95,25.78
Spain,"Rice, paddy",1993,66694,636.0,29408.0,11.12
Japan,Maize,1995,25000,1668.0,79821.18,14.97
El Salvador,Plantains and others,2004,312202,1784.0,2078.01,26.2
Mexico,Potatoes,1995,199803,758.0,34468.93,16.85
Brazil,Yams,2006,92308,1761.0,238716.0,20.6
Romania,Wheat,2013,34786,637.0,6947.9,13.94
Turkey,Maize,1997,38247,593.0,34431.0,18.65
Guinea,Maize,2001,14430,1651.0,254.42,27.36
Germany,Wheat,2007,69611,700.0,40740.64,10.88
Indonesia,Potatoes,1997,162061,2702.0,1597.0,27.62
India,"Rice, paddy",2012,36909,1083.0,52980.0,25.89
India,Cassava,1996,238528,1083.0,56114.0,26.64
Zimbabwe,Maize,1998,10125,657.0,2883.0,21.3
Bulgaria,Wheat,2005,31567,608.0,2232.25,8.58
Guatemala,Cassava,2001,14288,1996.0,10023.42,19.62
Argentina,Potatoes,2005,283917,591.0,65437.73,17.32
Albania,Sorghum,1992,3747,1485.0,121.0,16.06
Libya,Maize,2005,24000,56.0,8314.0,20.28
Chile,Maize,2002,105902,1522.0,12047.63,6.25
Turkey,"Rice, paddy",2000,60492,593.0,33471.0,19.33
United Kingdom,Wheat,2005,79609,1220.0,31415.27,8.85
Guinea,Sweet potatoes,2000,37031,1651.0,230.06,27.12
Canada,Wheat,1997,21285,537.0,38258.2,4.54
Brazil,Maize,1995,26005,1761.0,92967.22,20.61
Ecuador,Cassava,2000,34909,2274.0,17948.0,21.34
Brazil,Potatoes,2005,220095,1761.0,232232.0,18.53
Italy,"Rice, paddy",1998,62573,832.0,84117.0,12.96
Angola,Sorghum,2005,3333,1010.0,40.0,24.41
India,Wheat,2008,28022,1083.0,14485.33,27.45
Guatemala,Potatoes,2013,247554,1996.0,20489.4,20.37
Greece,Sorghum,2009,21040,652.0,3404.4,18.52
Azerbaijan,"Rice, paddy",1993,9461,447.0,148.68,10.53
Mexico,"Rice, paddy",1998,45108,758.0,34468.93,16.21
Japan,Potatoes,2009,295909,1668.0,60970.8,13.55
India,Maize,2012,25557,1083.0,52980.0,28.02
Australia,Maize,1998,47544,534.0,37215.0,18.05
Pakistan,Potatoes,1999,165413,494.0,20450.0,25.5
Botswana,Maize,2004,1743,416.0,17.0,19.41
Kazakhstan,Soybeans,2007,16959,250.0,5575.89,4.14
Kenya,Cassava,2000,69454,630.0,1998.0,16.73
Morocco,Maize,1991,8700,346.0,9771.14,17.25
Bangladesh,Wheat,1993,18457,2666.0,1487.0,25.73
Argentina,Potatoes,2011,286657,591.0,100424.62,17.93
Pakistan,Potatoes,1995,139418,494.0,7681.0,22.61
Bulgaria,Wheat,1997,29502,608.0,3262.25,8.26
Brazil,"Rice, paddy",2001,32405,1761.0,151523.0,25.59
Brazil,Maize,2004,33671,1761.0,214725.0,17.88
Indonesia,Sweet potatoes,1995,94939,2702.0,1597.0,27.15
Argentina,Sorghum,2012,46534,591.0,136185.08,18.43
Peru,Potatoes,1999,112513,1738.0,4029.0,16.65
Papua New Guinea,"Rice, paddy",2008,19837,3142.0,105.0,25.17
Australia,Potatoes,1997,313056,534.0,34091.0,13.93
South Africa,Sorghum,1998,27306,495.0,24304.0,19.42
South Africa,Soybeans,1995,8954,495.0,18025.0,19.23
Pakistan,Potatoes,1991,104452,494.0,5962.0,22.48
Egypt,Sweet potatoes,1990,257930,51.0,13214.0,21.6
Argentina,Potatoes,2007,286765,591.0,81582.64,16.71
El Salvador,Sweet potatoes,1994,61250,1784.0,3630.31,26.33
Belarus,Maize,2002,32889,618.0,8306.31,7.34
Ireland,Wheat,2005,84317,1118.0,2624.89,9.91
Iraq,Potatoes,2007,179580,216.0,1062.61,20.12
Colombia,"Rice, paddy",2002,48001,3240.0,84023.26,22.73
France,Sorghum,2013,54344,867.0,66497.29,11.01
Guinea,Plantains and others,2009,52202,1651.0,449.26,27.37
Haiti,Sweet potatoes,2002,30172,1440.0,27.85,27.42
Mexico,Sweet potatoes,1997,209597,758.0,34468.93,25.21
Haiti,Sorghum,1990,8000,1440.0,17.14,27.11
Bangladesh,Potatoes,2002,126010,2666.0,2954.29,26.1
Dominican Republic,Maize,2009,14645,1410.0,5975.25,26.91
Nicaragua,Yams,2007,133053,2280.0,9850.26,27.23
Mexico,Soybeans,1993,20927,758.0,34468.93,21.04
Canada,Wheat,1997,21285,537.0,38258.2,8.23
Canada,Potatoes,1991,96637,537.0,29477.5,7.55
Spain,Potatoes,2010,293910,636.0,39043.0,12.01
Cameroon,Sweet potatoes,2000,64578,1604.0,545.0,24.88
Ecuador,Sorghum,2006,15068,2274.0,7953.42,17.6
Ecuador,"Rice, paddy",1998,32060,2274.0,21500.0,22.59
Indonesia,Cassava,2013,224601,2702.0,1597.0,27.3
Albania,Wheat,2006,30787,1485.0,943.61,15.92
India,Cassava,1994,245277,1083.0,61357.0,26.55
Ecuador,Sorghum,2006,15068,2274.0,7953.42,22.09
Morocco,Maize,2012,7648,346.0,13697.0,18.2
Canada,Wheat,1997,21285,537.0,38258.2,6.0
Australia,Sweet potatoes,1998,276923,534.0,37215.0,18.9
Iraq,Sorghum,2002,3333,216.0,878.68,23.76
Mexico,Sweet potatoes,2007,204599,758.0,64501.28,22.18
South Africa,Sorghum,2010,22671,495.0,26857.0,21.54
Haiti,Potatoes,2004,127778,1440.0,27.85,27.37
Mexico,Potatoes,2006,248610,758.0,50891.95,20.3
Dominican Republic,Yams,2008,69428,1410.0,5409.43,26.56
Bahamas,Cassava,2000,100000,1292.0,484.59,25.16
Kazakhstan,Wheat,1997,8449,250.0,8112.0,7.53
Pakistan,Maize,1993,13983,494.0,4945.0,23.08
India,Sorghum,1994,7786,1083.0,61357.0,24.29
Pakistan,"Rice, paddy",2002,30192,494.0,10881.83,23.83
Indonesia,Sweet potatoes,1991,95150,2702.0,3259.0,27.04
Honduras,Soybeans,1993,19227,1976.0,6768.0,24.58
Morocco,Maize,2009,9151,346.0,13697.0,18.56
India,Sweet potatoes,2011,92456,1083.0,55540.0,25.81
Mexico,"Rice, paddy",2000,41805,758.0,34468.93,16.11
Azerbaijan,"Rice, paddy",1997,46082,447.0,148.68,11.89
Honduras,Sweet potatoes,2004,63462,1976.0,3034.91,24.68
Turkey,Soybeans,1994,24138,593.0,24219.0,12.83
South Africa,Maize,2006,34122,495.0,26857.0,18.42
Brazil,Potatoes,2002,194038,1761.0,145552.0,19.49
Zimbabwe,Sweet potatoes,1990,21538,657.0,5727.0,21.19
Central African Republic,Cassava,2008,30000,1342.0,22.87,25.76
Canada,Soybeans,2010,29515,537.0,61050.0,9.47
Zimbabwe,Maize,2006,9772,657.0,3164.45,20.7
Brazil,Maize,1994,23629,1761.0,84312.78,26.05
South Africa,Soybeans,1997,13803,495.0,21596.0,15.38
Mexico,Cassava,2002,150988,758.0,16189.88,19.62
Senegal,Sweet potatoes,2010,333333,686.0,695.86,26.1
Japan,"Rice, paddy",2000,67023,1668.0,79821.18,13.5
Pakistan,"Rice, paddy",2000,30312,494.0,27885.0,23.6
Colombia,"Rice, paddy",2012,48066,3240.0,48727.73,27.56
Guinea,Cassava,2000,68299,1651.0,230.06,27.12
Mauritania,Maize,2001,10016,92.0,39.09,28.28
Rwanda,Soybeans,1991,7200,1212.0,107.0,19.22
Turkey,Maize,1992,42427,593.0,27110.0,17.68
Namibia,Maize,1996,6835,285.0,56.0,19.79
Denmark,Potatoes,2004,397415,703.0,2899.0,9.0
Germany,Maize,2010,90261,700.0,40832.42,7.97
India,Wheat,1998,24852,1083.0,49157.0,25.87
Australia,Potatoes,1993,290981,534.0,23899.0,18.03
Indonesia,Maize,2006,34699,2702.0,1597.0,27.39
India,Wheat,1992,23940,1083.0,70791.0,26.41
Mauritania,Potatoes,2011,55446,92.0,13.35,27.87
Turkey,Potatoes,2005,266540,593.0,40332.0,19.44
France,Wheat,2013,72656,867.0,66497.29,11.01
India,Wheat,1993,23267,1083.0,66388.0,25.27
Senegal,Sweet potatoes,1995,69468,686.0,435.31,25.33
Mozambique,Sorghum,1997,5802,1032.0,60.63,21.54
Guinea,Cassava,2005,76636,1651.0,351.84,27.66
Japan,Potatoes,2000,306342,1668.0,79821.18,15.67
Canada,Soybeans,2007,23010,537.0,45140.03,4.96
India,Sweet potatoes,1995,80643,1083.0,61257.0,25.92
India,Sorghum,1997,6920,1083.0,52279.0,27.47
Ecuador,Potatoes,2013,73131,2274.0,6471.77,17.28
Mexico,Potatoes,2002,237558,758.0,16189.88,16.37
Rwanda,Sweet potatoes,2002,66149,1212.0,106.34,19.77
Guatemala,Plantains and others,2013,179551,1996.0,20489.4,20.37
El Salvador,Soybeans,2010,18000,1784.0,3598.59,25.96
Turkey,"Rice, paddy",1998,52601,593.0,30162.0,18.08
Mozambique,Sweet potatoes,1997,67816,1032.0,60.63,21.54
Uruguay,Sorghum,1999,35724,1300.0,3925.03,16.62
Greece,Sorghum,2001,35212,652.0,10725.0,18.67
Mauritania,"Rice, paddy",2013,49522,92.0,26.41,28.24
Australia,Potatoes,1998,322292,534.0,37215.0,12.46
Niger,Sweet potatoes,2001,152347,151.0,31.0,29.46
Spain,Potatoes,1990,196487,636.0,39562.0,12.68
India,Soybeans,2009,10236,1083.0,28707.01,26.55
Bangladesh,"Rice, paddy",2001,34020,2666.0,3295.78,25.93
India,"Rice, paddy",1992,26092,1083.0,70791.0,26.41
Brazil,Yams,2008,93753,1761.0,312637.0,21.86
Central African Republic,"Rice, paddy",2011,16000,1342.0,22.87,25.23
Suriname,Soybeans,2001,8333,2331.0,581.12,27.12
Greece,Potatoes,1995,200585,652.0,6663.0,17.82
Pakistan,Sweet potatoes,1991,101190,494.0,5962.0,26.98
Turkey,Wheat,1998,22564,593.0,30162.0,11.72
Honduras,Plantains and others,1995,166370,1976.0,7800.0,24.95
India,Soybeans,1991,7825,1083.0,72133.0,26.7
Colombia,Wheat,2005,23371,3240.0,117881.45,27.56
Belgium,Wheat,2012,84522,847.0,6139.3,10.68
